delta0,delta1,delta2,delta3,delta4
0025,0027,0030,0031,0033
0028,0027,0030,0033,0035
0036,0031,0049,0046,0044
0036,0031,0064,0052,0044
0025,0028,0070,0061,0044
0022,0022,0070,0091,0054
0022,0022,0054,0095,0054
0021,0022,0037,0095,0055
0020,0022,0037,0089,0068
0020,0022,0031,0060,0068
0013,0013,0026,0035,0048
0013,0010,0024,0032,0037
0009,0010,0016,0016,0020
0006,0010,0007,0009,0014
0004,0005,0007,0004,0010
0004,0005,0007,0004,0007
0004,0005,0005,0004,0007
0003,0002,0004,0002,0004
0003,0002,0004,0002,0004
0002,0002,0003,0002,0004
0000,0002,0000,-001,0002
0000,0002,0000,-001,0002
0000,0002,0000,-001,0002
0000,0002,0001,-001,0007
0000,0002,0001,-001,0007
0000,0002,0001,-001,0007
0000,0001,-002,-002,0003
0000,0001,-002,-002,0003
0000,0001,-002,-002,0003
0002,0004,0001,-004,0004
