delta0,delta1,delta2,delta3,delta4
0022,0025,0032,0024,0028
0022,0025,0032,0024,0028
0025,0029,0032,0035,0040
0025,0029,0032,0037,0040
0025,0029,0032,0037,0040
0037,0042,0046,0041,0042
0041,0042,0046,0041,0042
0041,0042,0046,0041,0042
0037,0037,0061,0056,0053
0035,0035,0069,0059,0053
0035,0035,0069,0059,0053
0034,0032,0059,0085,0060
0031,0032,0057,0104,0060
0031,0038,0057,0104,0060
0031,0038,0043,0096,0074
0031,0038,0043,0096,0074
0031,0037,0043,0096,0074
0029,0026,0036,0059,0081
0027,0026,0036,0053,0067
0027,0026,0036,0053,0067
0016,0017,0022,0027,0033
0016,0017,0022,0027,0030
0016,0017,0022,0027,0030
0014,0008,0012,0016,0016
0014,0008,0012,0016,0016
0014,0008,0012,0016,0016
0009,0009,0009,0008,0010
0009,0009,0009,0008,0010
0009,0009,0009,0008,0010
0011,0007,0009,0009,0010
