delta0,delta1,delta2,delta3,delta4
0029,0027,0034,0035,0028
0029,0027,0034,0035,0028
0026,0027,0051,0049,0047
0026,0027,0063,0070,0047
0026,0027,0063,0085,0047
0027,0023,0038,0085,0070
0027,0023,0038,0085,0072
0027,0023,0038,0055,0072
0011,0010,0012,0014,0016
0011,0010,0012,0014,0016
0011,0010,0012,0014,0016
0007,0005,0007,0006,0006
0007,0005,0007,0006,0006
0007,0005,0007,0006,0006
0004,0006,0002,0008,0006
0004,0006,0002,0008,0006
0004,0006,0002,0008,0006
0007,0003,0001,0003,0005
0007,0003,0001,0003,0005
0007,0003,0001,0003,0005
0007,0005,0000,0003,0006
0007,0005,0000,0003,0006
0007,0005,0000,0003,0006
0008,0004,0000,0002,0004
0008,0004,0000,0002,0004
0008,0004,0000,0002,0004
0007,0002,0007,0003,0005
0007,0002,0007,0003,0005
0007,0002,0007,0003,0005
0007,0004,0001,0002,0003
