delta0,delta1,delta2,delta3,delta4
0035,0029,0039,0042,0043
0035,0029,0039,0042,0043
0025,0025,0053,0059,0053
0025,0025,0050,0090,0053
0025,0025,0050,0090,0053
0017,0014,0025,0034,0040
0017,0014,0025,0027,0034
0017,0014,0025,0027,0034
0010,0010,0012,0009,0009
0010,0010,0012,0009,0009
0010,0010,0012,0009,0009
0010,0005,0008,0006,0011
0010,0005,0008,0006,0011
0010,0005,0008,0006,0011
0007,0006,0004,0011,0009
0007,0006,0004,0011,0009
0007,0006,0004,0011,0009
0010,0004,0001,0008,0009
0010,0004,0001,0008,0009
0010,0004,0001,0008,0009
0007,0009,0008,0005,0005
0007,0009,0008,0005,0005
0007,0009,0008,0005,0005
0007,0007,0010,0005,0006
0007,0007,0010,0005,0006
0007,0007,0010,0005,0006
0009,0007,0005,0008,0008
0009,0007,0005,0008,0008
0009,0007,0005,0008,0008
0009,0004,0005,0006,0009
