delta0,delta1,delta2,delta3,delta4
0019,0023,0022,0028,0031
0024,0028,0033,0031,0036
0027,0033,0035,0039,0039
0027,0033,0043,0039,0039
0031,0033,0045,0042,0051
0031,0035,0062,0060,0052
0031,0035,0062,0082,0052
0027,0029,0051,0086,0054
0026,0028,0048,0086,0070
0026,0028,0045,0077,0070
0017,0020,0023,0032,0041
0014,0016,0022,0031,0036
0013,0016,0022,0019,0024
0010,0013,0016,0014,0017
0008,0013,0014,0014,0017
0008,0013,0014,0014,0017
0008,0014,0008,0014,0018
0008,0013,0008,0008,0013
0008,0013,0008,0008,0013
0008,0010,0012,0007,0013
0010,0010,0014,0007,0013
0010,0010,0014,0007,0013
0009,0013,0010,0011,0016
0007,0013,0010,0009,0015
0007,0013,0010,0009,0015
0007,0015,0006,0009,0015
0009,0012,0006,0011,0016
0009,0012,0006,0011,0016
0007,0012,0010,0012,0019
0007,0014,0010,0010,0011
