delta0,delta1,delta2,delta3,delta4
0019,0021,0028,0025,0031
0024,0027,0032,0031,0037
0026,0033,0039,0042,0041
0026,0033,0041,0042,0041
0024,0029,0047,0046,0042
0024,0028,0049,0070,0052
0024,0028,0049,0070,0052
0022,0027,0032,0065,0056
0022,0025,0032,0064,0060
0022,0025,0032,0046,0060
0012,0016,0021,0021,0023
0011,0016,0019,0016,0022
0011,0016,0019,0015,0022
0009,0015,0010,0013,0019
0008,0014,0010,0011,0017
0008,0014,0010,0011,0017
0008,0014,0010,0011,0017
0007,0013,0010,0012,0014
0007,0013,0010,0012,0014
0007,0013,0007,0010,0014
0007,0013,0007,0010,0015
0007,0013,0007,0010,0015
0007,0013,0009,0011,0015
0007,0015,0009,0011,0014
0007,0015,0009,0011,0014
0010,0007,0012,0011,0010
0007,0007,0012,0011,0010
0007,0007,0012,0011,0010
0007,0011,0010,0007,0011
0008,0011,0010,0007,0011
