delta0,delta1,delta2,delta3,delta4
0027,0027,0033,0031,0033
0027,0027,0033,0031,0033
0035,0036,0050,0049,0044
0035,0036,0057,0050,0044
0035,0036,0063,0050,0044
0029,0025,0070,0072,0055
0029,0025,0067,0113,0055
0033,0035,0067,0113,0055
0033,0035,0047,0126,0085
0033,0035,0047,0112,0103
0033,0035,0047,0112,0103
0024,0011,0032,0039,0052
0024,0011,0031,0035,0042
0024,0011,0031,0035,0038
0024,0011,0022,0012,0012
0024,0011,0022,0012,0012
0015,0011,0022,0012,0012
0009,0006,0008,0010,0009
0009,0006,0008,0010,0009
0009,0006,0008,0010,0009
0005,0006,0009,0003,0002
0005,0006,0009,0003,0002
0005,0006,0009,0003,0002
0005,0002,0001,0003,0008
0005,0002,0001,0003,0008
0005,0002,0001,0003,0008
0009,0001,0003,0007,0009
0009,0001,0003,0007,0009
0009,0001,0003,0007,0009
0007,0005,0001,0004,0003
