delta0,delta1,delta2,delta3,delta4
0022,0019,0033,0030,0027
0022,0019,0033,0030,0027
0016,0019,0030,0045,0038
0016,0019,0030,0060,0038
0016,0019,0030,0060,0038
0013,0016,0018,0032,0038
0013,0016,0018,0031,0038
0013,0016,0018,0031,0038
0006,0002,0010,0001,0010
0006,0002,0010,0001,0010
0006,0002,0010,0001,0010
-002,0003,-002,-004,-001
-002,0003,-002,-004,-001
-002,0003,-002,-004,-001
0002,0002,-002,0000,0001
0002,0002,-002,0000,0001
0002,0002,-002,0000,0001
0001,0003,0001,0003,-004
0001,0003,0001,0003,-004
0001,0003,0001,0003,-004
-001,0004,-004,-001,0000
-001,0004,-004,-001,0000
-001,0004,-004,-001,0000
0004,0004,-006,0000,-005
0004,0004,-006,0000,-005
0004,0004,-006,0000,-005
0002,0001,0004,-001,0001
0002,0001,0004,-001,0001
0002,0001,0004,-001,0001
0002,0004,-002,-003,-003
