delta0,delta1,delta2,delta3,delta4
0020,0020,0028,0025,0032
0021,0027,0032,0029,0036
0025,0032,0038,0035,0039
0027,0032,0038,0035,0039
0030,0036,0041,0044,0044
0031,0032,0054,0057,0055
0031,0032,0057,0068,0055
0029,0030,0057,0071,0057
0029,0030,0052,0098,0064
0029,0030,0051,0098,0068
0023,0023,0037,0054,0068
0019,0023,0029,0045,0054
0019,0023,0024,0030,0036
0013,0015,0012,0017,0021
0010,0015,0012,0015,0020
0010,0015,0012,0015,0020
0010,0012,0013,0013,0017
0009,0012,0016,0012,0016
0009,0012,0016,0012,0016
0007,0012,0015,0008,0014
0007,0012,0012,0008,0014
0007,0012,0012,0008,0014
0009,0011,0012,0006,0014
0011,0011,0012,0006,0014
0011,0011,0012,0006,0014
0009,0012,0011,0011,0016
0009,0012,0011,0011,0015
0009,0012,0011,0011,0015
0006,0013,0011,0011,0015
0006,0014,0011,0011,0015
