delta0,delta1,delta2,delta3,delta4
0017,0014,0034,0032,0027
0017,0014,0034,0032,0027
0017,0014,0022,0038,0035
0017,0014,0022,0034,0035
0017,0014,0022,0034,0035
0007,0009,0015,0011,0012
0007,0009,0015,0011,0012
0007,0009,0015,0011,0012
0006,0003,0005,0005,0004
0006,0003,0005,0005,0004
0006,0003,0005,0005,0004
0007,0004,0003,0002,0005
0007,0004,0003,0002,0005
0007,0004,0003,0002,0005
0004,0005,0002,0005,0005
0004,0005,0002,0005,0005
0004,0005,0002,0005,0005
0003,0004,0003,0003,0000
0003,0004,0003,0003,0000
0003,0004,0003,0003,0000
0005,0008,0004,0007,0006
0005,0008,0004,0007,0006
0005,0008,0004,0007,0006
0005,0007,0002,0006,0005
0005,0007,0002,0006,0005
0005,0007,0002,0006,0005
0004,0006,0001,0002,0006
0004,0006,0001,0002,0006
0004,0006,0001,0002,0006
0005,0003,0003,0002,0003
