delta0,delta1,delta2,delta3,delta4
0027,0032,0034,0037,0037
0027,0032,0037,0037,0037
0025,0025,0039,0041,0041
0025,0021,0054,0056,0047
0025,0021,0054,0076,0047
0025,0021,0039,0077,0052
0024,0024,0039,0076,0070
0024,0024,0039,0075,0070
0020,0017,0033,0043,0066
0019,0017,0032,0035,0044
0012,0017,0019,0019,0029
0012,0012,0013,0015,0018
0010,0012,0011,0011,0014
0010,0012,0011,0011,0014
0006,0011,0009,0011,0014
0006,0008,0009,0010,0014
0006,0008,0009,0010,0014
0006,0008,0004,0010,0013
0006,0005,0004,0007,0008
0006,0005,0004,0007,0008
0007,0005,0007,0007,0008
0007,0010,0006,0004,0009
0007,0010,0006,0004,0009
0004,0012,0006,0004,0009
0004,0011,0009,0004,0011
0004,0011,0009,0004,0011
0006,0011,0008,0004,0013
0006,0012,0005,0006,0007
0006,0012,0005,0006,0007
0006,0008,0005,0005,0007
