delta0,delta1,delta2,delta3,delta4
0017,0021,0022,0027,0031
0023,0026,0030,0030,0035
0026,0026,0033,0033,0035
0026,0026,0033,0033,0035
0028,0036,0039,0041,0040
0029,0036,0047,0050,0049
0029,0036,0051,0050,0049
0029,0032,0052,0054,0050
0029,0031,0065,0071,0051
0029,0031,0065,0081,0051
0026,0026,0045,0088,0055
0025,0026,0043,0082,0066
0025,0026,0043,0082,0066
0023,0021,0026,0037,0048
0016,0018,0023,0036,0041
0015,0018,0023,0025,0029
0010,0014,0014,0016,0017
0010,0012,0014,0015,0017
0010,0012,0014,0015,0017
0012,0012,0013,0009,0012
0008,0013,0010,0009,0012
0008,0013,0010,0009,0012
0007,0006,0010,0009,0010
0007,0006,0011,0009,0010
0007,0006,0011,0009,0010
0007,0011,0011,0008,0011
0007,0011,0011,0008,0011
0007,0011,0011,0008,0011
0007,0012,0004,0009,0013
0007,0012,0004,0008,0013
