delta0,delta1,delta2,delta3,delta4
0021,0021,0035,0028,0027
0021,0020,0048,0042,0036
0021,0020,0048,0044,0036
0021,0020,0044,0045,0036
0018,0015,0039,0062,0040
0018,0015,0036,0062,0040
0017,0014,0032,0053,0044
0017,0014,0028,0051,0050
0017,0014,0028,0037,0050
0010,0014,0014,0017,0022
0008,0010,0012,0017,0019
0008,0010,0012,0007,0013
0004,0006,0007,0007,0007
0003,0001,0002,0004,0005
0003,0001,0002,0004,0005
0003,0001,0002,0004,0005
0002,0003,0003,0002,0005
0002,0003,0003,0002,0005
0002,0003,0003,0002,0005
0003,0001,0005,-002,0002
0003,0001,0005,-002,0002
0002,0001,0000,-002,0002
0002,0000,0000,-003,0002
0002,0000,0000,-003,0002
0000,0000,0005,-003,0002
0000,0003,0006,-003,0002
0000,0003,0006,-003,0002
0006,0003,0003,-003,0002
0005,0004,0002,-001,0003
0005,0004,0002,-001,0003
