delta0,delta1,delta2,delta3,delta4
0023,0030,0030,0034,0035
0027,0032,0030,0034,0037
0032,0032,0046,0046,0047
0032,0032,0063,0059,0047
0026,0029,0071,0059,0050
0023,0026,0071,0095,0052
0021,0026,0056,0107,0057
0020,0015,0044,0109,0058
0020,0015,0043,0107,0085
0020,0015,0037,0107,0085
0020,0015,0037,0085,0089
0020,0015,0031,0076,0085
0019,0015,0030,0050,0058
0010,0002,0022,0023,0025
0010,0002,0019,0015,0020
0010,0002,0012,0015,0013
0010,0002,0010,0008,0008
0005,0002,0005,0004,0008
0003,0002,0001,0004,0008
0003,0005,0001,0004,0008
0003,0002,-003,0000,0002
0003,0002,-003,0001,0002
0003,0002,-003,0001,0002
0002,0002,0001,0004,0005
0002,0002,0001,0004,0005
0002,0002,0001,0004,0005
0003,0005,0002,0000,0001
0003,0005,0002,0000,0001
0003,0006,0002,0000,0001
0002,0000,0000,-001,0002
