delta0,delta1,delta2,delta3,delta4
0025,0030,0041,0041,0041
0025,0030,0046,0042,0041
0021,0024,0047,0046,0043
0021,0023,0046,0070,0043
0021,0023,0046,0070,0043
0018,0020,0030,0060,0049
0015,0018,0028,0051,0043
0014,0018,0024,0038,0043
0011,0014,0013,0016,0021
0007,0013,0009,0016,0020
0007,0013,0008,0010,0016
0007,0011,0008,0010,0010
0003,0010,0002,0007,0006
0002,0010,0001,0007,0006
0002,0010,0001,0005,0006
0005,0010,0005,0005,0007
0005,0010,0005,0005,0007
0003,0008,0007,0007,0007
0003,0008,0004,0004,0008
0003,0008,0004,0004,0008
0003,0004,0004,0004,0006
0003,0004,0005,0004,0006
0003,0004,0005,0004,0006
0003,0007,0004,0005,0007
0001,0005,0000,0005,0004
0001,0005,0000,0005,0004
0001,0005,0000,0006,0004
0002,0008,0007,0005,0008
0002,0008,0007,0005,0008
0002,0005,0007,0005,0004
