delta0,delta1,delta2,delta3,delta4
0025,0025,0052,0048,0037
0022,0021,0053,0051,0042
0019,0015,0052,0074,0047
0019,0015,0041,0079,0047
0017,0015,0033,0079,0048
0014,0012,0032,0073,0058
0014,0012,0024,0043,0058
0010,0011,0021,0024,0029
0004,0008,0009,0019,0027
0002,0003,0005,0012,0018
0002,0003,0005,0009,0012
0003,0001,0001,0000,0002
0003,0001,0001,0000,0002
0003,0001,0001,0000,0002
0001,0001,-001,0000,0003
0001,0001,-001,0000,0003
0001,0001,-001,0000,0003
0002,0003,0002,-001,0001
0002,0003,0002,-001,0001
0001,0004,0002,-001,0001
0000,0002,0001,-003,0001
0000,0002,0001,-003,0001
0000,0002,0001,-003,0001
-004,0001,-001,0003,0004
-004,0001,-001,0003,0004
-004,0001,-001,0003,0004
-001,0001,-001,0000,0004
-001,0001,-001,0000,0004
-001,0001,-001,0000,0005
-002,0001,-002,0002,0004
