delta0,delta1,delta2,delta3,delta4
0020,0023,0028,0027,0031
0022,0024,0033,0032,0033
0022,0025,0048,0045,0045
0022,0025,0049,0052,0045
0021,0023,0053,0053,0045
0021,0021,0049,0085,0051
0021,0021,0043,0085,0051
0018,0021,0031,0071,0051
0015,0014,0031,0065,0052
0015,0014,0022,0038,0052
0012,0014,0018,0023,0028
0007,0006,0012,0017,0023
0007,0005,0007,0013,0018
0007,0005,0007,0010,0013
0002,0004,0002,0002,0006
0002,0004,0002,0002,0006
0002,0004,0002,0002,0006
0001,0005,0003,0004,0007
0001,0005,0003,0004,0007
0001,0004,0003,0003,0007
0001,0004,0003,0001,0004
0001,0004,0003,0001,0004
0001,0004,0004,0001,0004
0003,0005,0002,-002,0003
0003,0005,0002,-002,0003
0004,0003,0002,-002,0003
0001,0003,-001,-001,0003
0001,0003,-001,-001,0003
0001,0004,-001,-001,0003
0000,0001,0001,0002,0004
