delta0,delta1,delta2,delta3,delta4
0028,0034,0033,0033,0033
0028,0034,0033,0033,0033
0033,0035,0039,0042,0045
0040,0035,0039,0045,0045
0040,0035,0039,0045,0045
0031,0029,0053,0051,0049
0031,0029,0061,0057,0049
0031,0029,0061,0057,0049
0027,0024,0046,0090,0058
0027,0024,0046,0081,0058
0027,0024,0046,0081,0058
0021,0015,0028,0037,0041
0020,0015,0027,0031,0037
0020,0015,0027,0031,0037
0014,0010,0010,0014,0013
0014,0010,0010,0014,0013
0014,0010,0010,0014,0013
0006,0007,0006,0008,0009
0006,0007,0006,0008,0009
0006,0007,0006,0008,0009
0009,0009,0011,0004,0009
0009,0009,0011,0004,0009
0009,0009,0011,0004,0009
0008,0008,0005,0004,0006
0008,0008,0005,0004,0006
0008,0008,0005,0004,0006
0009,0004,0005,0005,0008
0009,0004,0005,0005,0008
0009,0004,0005,0005,0008
0009,0007,0003,0009,0009
