delta0,delta1,delta2,delta3,delta4
0018,0023,0024,0028,0031
0024,0023,0033,0028,0031
0029,0024,0037,0035,0038
0029,0024,0039,0037,0038
0028,0024,0042,0043,0040
0022,0022,0049,0052,0041
0022,0022,0049,0064,0041
0022,0022,0040,0074,0047
0021,0020,0034,0074,0068
0021,0020,0034,0070,0068
0019,0020,0027,0043,0052
0015,0015,0021,0043,0051
0014,0015,0018,0022,0028
0008,0012,0013,0011,0017
0008,0006,0009,0009,0017
0008,0006,0009,0009,0017
0005,0006,0007,0009,0014
0005,0012,0007,0006,0008
0005,0012,0007,0006,0008
0008,0009,0006,0006,0008
0005,0006,0006,0007,0008
0005,0006,0006,0007,0008
0005,0006,0009,0007,0008
0006,0005,0004,0004,0009
0006,0005,0004,0004,0009
0008,0005,0004,0004,0009
0005,0010,0006,0002,0009
0005,0010,0006,0002,0009
0005,0007,0006,0002,0007
0008,0005,0007,0007,0007
