delta0,delta1,delta2,delta3,delta4
0021,0029,0038,0043,0034
0021,0026,0039,0043,0040
0021,0019,0055,0057,0040
0020,0019,0055,0057,0040
0017,0019,0043,0057,0040
0016,0013,0040,0060,0042
0016,0013,0029,0060,0042
0005,0012,0021,0045,0042
0005,0009,0018,0040,0031
0005,0009,0014,0023,0031
0004,0009,0012,0018,0018
0003,0003,0008,0011,0007
0003,0003,0003,0006,0007
0001,0003,0003,0006,0006
0001,-001,0000,0000,0002
0001,-001,0000,0000,0002
-003,-001,0000,0000,0001
-003,0000,-002,0001,0001
-003,0000,-002,0001,0001
-003,0000,-002,0001,0003
-003,0000,0001,-001,0000
-003,0000,0001,-001,0000
0000,0000,0001,-001,0000
0000,0003,0001,0002,-001
0000,0003,0001,0002,-001
0000,-002,-001,0002,-001
0000,-002,-001,0003,0001
0000,-002,-001,0003,0001
-004,-002,0000,0003,0001
-004,-001,0001,0005,0001
