delta0,delta1,delta2,delta3,delta4
0023,0026,0036,0037,0037
0023,0026,0036,0037,0037
0019,0022,0043,0041,0039
0019,0022,0042,0051,0042
0019,0022,0042,0051,0042
0019,0018,0037,0050,0046
0019,0018,0034,0046,0048
0019,0018,0034,0046,0048
0017,0021,0024,0032,0043
0017,0021,0023,0028,0034
0017,0021,0023,0025,0031
0009,0015,0014,0016,0021
0005,0015,0014,0012,0019
0005,0015,0014,0012,0019
0005,0012,0010,0010,0011
0006,0012,0010,0008,0011
0006,0012,0010,0008,0011
0006,0009,0006,0008,0012
0008,0009,0006,0009,0012
0008,0009,0006,0009,0012
0007,0013,0005,0010,0012
0006,0012,0005,0011,0012
0006,0012,0005,0011,0012
0006,0012,0009,0009,0015
0006,0010,0009,0008,0013
0006,0010,0009,0008,0013
0006,0009,0012,0007,0009
0006,0009,0013,0007,0009
0006,0009,0013,0007,0009
0007,0009,0012,0007,0012
