delta0,delta1,delta2,delta3,delta4
0022,0022,0040,0033,0033
0022,0021,0045,0058,0038
0022,0021,0045,0063,0043
0019,0020,0029,0065,0052
0019,0018,0029,0063,0064
0019,0018,0029,0048,0064
0014,0016,0020,0026,0030
0010,0011,0018,0019,0030
0010,0011,0018,0013,0018
0004,0008,0004,0008,0009
0004,0008,0004,0008,0009
0004,0008,0004,0008,0009
0006,0012,0005,0002,0012
0006,0009,0005,0002,0009
0006,0009,0005,0002,0009
0007,0009,0006,0004,0009
0006,0009,0006,0006,0009
0006,0009,0006,0006,0009
0004,0004,0002,0003,0007
0004,0004,0002,0003,0006
0004,0004,0002,0003,0006
0003,0005,0003,0004,0006
0003,0005,0003,0004,0007
0003,0005,0003,0004,0007
0003,0005,0008,0004,0005
0003,0004,0008,0004,0005
0003,0004,0008,0004,0005
0004,0004,0008,0005,0005
0004,0004,0008,0007,0005
0004,0004,0008,0007,0005
