delta0,delta1,delta2,delta3,delta4
0026,0030,0035,0030,0029
0026,0030,0035,0030,0029
0033,0033,0046,0044,0045
0033,0033,0062,0050,0045
0033,0033,0062,0051,0045
0030,0025,0062,0075,0058
0030,0025,0057,0115,0061
0031,0034,0053,0115,0061
0031,0034,0041,0095,0085
0031,0034,0041,0086,0085
0031,0034,0041,0086,0085
0018,0022,0033,0035,0048
0018,0019,0025,0027,0043
0018,0019,0025,0027,0034
0009,0005,0005,0008,0008
0009,0005,0005,0008,0008
0009,0005,0005,0008,0008
0007,0005,0006,0011,0008
0007,0005,0006,0011,0008
0007,0005,0006,0011,0008
0007,0003,0001,0003,0006
0007,0003,0001,0003,0006
0007,0003,0001,0003,0006
0005,0004,0000,0004,0004
0005,0004,0000,0004,0004
0005,0004,0000,0004,0004
0007,0004,0003,0004,0000
0007,0004,0003,0004,0000
0007,0004,0003,0004,0000
0004,0006,0004,0004,0005
