delta0,delta1,delta2,delta3,delta4
0033,0034,0043,0044,0038
0039,0036,0046,0047,0043
0033,0034,0075,0069,0055
0031,0031,0075,0093,0055
0030,0025,0061,0107,0055
0030,0025,0051,0125,0076
0030,0025,0048,0125,0089
0030,0025,0047,0110,0089
0030,0025,0043,0108,0110
0026,0025,0043,0076,0110
0015,0013,0024,0026,0038
0014,0013,0024,0019,0026
0014,0013,0024,0015,0018
0014,0013,0015,0009,0011
0014,0013,0015,0009,0011
0007,0013,0015,0009,0011
0004,0008,0009,0008,0008
0004,0008,0007,0008,0008
0004,0008,0007,0008,0008
0004,0008,0007,0010,0005
0003,0008,0010,0007,0005
0003,0008,0010,0007,0005
0003,0006,0010,0007,0005
0004,0006,0006,0007,0005
0004,0006,0006,0007,0005
0004,0005,0006,0007,0005
0004,0005,0008,0008,0005
0004,0005,0008,0008,0005
0003,0007,0002,0004,0008
0003,0006,0002,0004,0008
