delta0,delta1,delta2,delta3,delta4
0019,0018,0031,0033,0025
0018,0018,0031,0034,0025
0016,0016,0038,0050,0037
0016,0016,0038,0055,0037
0012,0014,0026,0061,0038
0012,0013,0025,0055,0057
0012,0013,0025,0044,0057
0003,0012,0013,0027,0024
0003,0007,0012,0017,0024
0003,0007,0012,0012,0014
-002,0003,0005,0010,0008
-002,0001,-001,0006,0006
-002,0001,-001,0006,0006
-004,0001,-001,0006,0002
-004,0000,-001,0004,0002
-004,0000,-001,0004,0002
-006,0000,0000,0004,0002
-006,0003,0002,0001,0001
-006,0003,0002,0001,0001
-002,-001,-001,0001,0001
-002,-001,-001,0000,-001
-002,-001,-001,0000,-001
-003,0003,-002,0000,-001
-003,0000,-002,-002,0001
-003,0000,-002,-002,0001
-003,0000,-006,-002,0001
-003,0000,-006,0003,0003
-003,0000,-006,0003,0003
-004,-001,-002,0003,0001
-004,-002,-002,0000,0000
