delta0,delta1,delta2,delta3,delta4
0021,0021,0040,0039,0034
0021,0020,0043,0043,0036
0018,0017,0048,0070,0041
0018,0017,0048,0079,0041
0017,0017,0038,0080,0041
0017,0014,0028,0079,0063
0017,0014,0028,0050,0063
0012,0014,0022,0028,0032
0006,0010,0014,0026,0032
0004,0006,0009,0014,0016
0004,0006,0009,0009,0015
0000,0007,0002,0000,0005
0000,0007,0002,0000,0005
0000,0007,0002,0000,0005
0000,0000,0000,0004,0005
0000,0000,0000,0004,0005
0000,0000,0000,0004,0005
0001,0000,-001,0000,0004
0001,0000,-001,0000,0004
0001,0000,-001,0000,0004
-001,0002,-002,0004,0006
-001,0002,-002,0004,0006
0000,0001,-001,0001,0006
0003,0002,0005,0000,0001
0003,0002,0005,0000,0001
0003,0002,0004,0000,0001
0006,0002,0002,0001,-001
0006,0002,0002,0001,-001
0004,0002,0002,0001,-001
0000,0002,-002,0003,0004
