delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,-002,0001,0000,-001,0000,0001,0004
0001,-001,-002,0002,0000,-003,-001,-001,0004
0001,-001,-002,0002,0000,-001,0000,-001,0002
0001,-001,-002,0002,0000,-001,0000,-001,0002
0000,0001,-001,0000,-001,0000,0000,-001,0003
0000,0001,-001,0000,-001,0000,-002,-001,0004
0000,0001,-001,0000,-001,0000,-002,-001,0004
0001,0000,0000,0001,0001,0001,0004,0000,0006
0001,-001,0000,0001,0001,0002,0004,0000,0007
0000,-001,0001,0001,0001,0002,0004,0000,0007
0000,0001,0004,0003,0002,0013,0001,0000,0014
0001,0001,0006,0003,0003,0013,0003,0003,0014
0001,0002,0006,0003,0007,0012,0003,0005,0013
0002,0012,0006,0003,0018,0010,0003,0010,0011
0004,0012,0001,0006,0023,0003,0005,0015,0007
0007,0009,0001,0009,0023,0003,0007,0015,0007
0016,0007,0001,0021,0016,0001,0012,0011,0003
0016,0005,0001,0030,0010,0002,0014,0008,0005
0015,0002,0001,0041,0006,0002,0021,0006,0005
0015,0002,0001,0041,0006,0002,0021,0006,0005
0015,0002,0001,0035,0006,0002,0021,0006,0005
0015,0002,0001,0031,0006,0002,0021,0006,0005
0015,0002,0001,0026,0006,0002,0021,0006,0005
0015,0002,0001,0020,0006,0002,0021,0006,0005
0011,0004,0001,0013,0007,0005,0015,0004,0003
0009,0004,0001,0011,0008,0009,0011,0004,0003
0009,0004,0001,0008,0008,0009,0011,0004,0003
0009,0004,0001,0008,0008,0009,0011,0004,0003
0009,0004,0001,0006,0008,0009,0011,0004,0003
0009,0004,0001,0005,0008,0009,0011,0004,0003
0009,0004,0001,0004,0008,0009,0011,0004,0003
0005,0003,0001,0004,0001,0002,0006,0004,0003
0002,-002,0000,0003,0000,-001,0003,-001,0001
0002,-002,0000,0003,0000,-001,0002,-001,0001
0001,0000,0000,0001,0000,-001,0002,-001,0003
0002,0000,0000,0001,0000,-001,0000,-005,0003
0002,0000,-002,0001,0000,0000,0000,-005,0000
0002,0001,-004,0002,0000,-001,0001,-001,0000
0002,0001,-003,0002,0000,-001,0002,-001,0001
0001,0001,-003,0002,0001,-001,0004,0000,0001
-001,0000,-002,0000,0000,-002,0004,-002,0001
-001,0000,-002,0000,0000,-003,0002,-002,0000
-001,0000,-002,0000,0000,-003,0002,-002,0000
0000,0000,-002,0002,0000,-003,0003,-001,0001
0000,-001,-002,0002,0000,-003,0003,-001,0001
0000,-001,-002,0002,-001,-001,0001,-001,0001
0002,-001,-003,0003,-001,-003,0001,-001,0003
0002,-001,-002,0003,-001,-001,0001,-001,0003
0002,0001,-002,0003,0000,-001,0001,-001,0002
0000,-001,0001,0003,-001,0001,-002,-001,0001
0000,-001,0001,0003,-001,0001,0002,-001,0001
0000,-001,0001,0002,-001,0001,0002,0000,0001
0001,0000,0000,0002,0000,-002,0002,0000,0000
0001,0000,0000,0002,0000,-002,0000,0000,0000
0001,0000,0000,0002,-001,-002,0000,0000,0000
