delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0001,-001,0000,0002,0000,0000,0000
0001,0000,0001,0000,0000,0001,0001,-001,0001
0000,0000,0001,0001,0000,0002,0001,0001,0001
0000,0000,0002,0001,0000,0002,0001,0001,0002
0000,0001,0001,0001,0000,0002,0002,0001,0003
0001,0001,0001,0000,0001,0003,0002,0000,0003
0000,0000,-001,0000,0001,0002,0003,0000,0005
0001,0000,0001,0000,0002,0003,0003,0001,0009
0001,0000,0002,0000,0002,0003,0003,0001,0009
0002,0001,0002,0000,0002,0006,0003,0002,0011
0001,0001,0003,0001,0003,0010,0002,0004,0018
0001,0002,0003,0001,0003,0010,0002,0006,0018
0001,0003,0004,0001,0008,0010,0002,0008,0017
0001,0008,0005,0003,0013,0006,0004,0011,0015
0002,0009,0005,0003,0020,0005,0006,0016,0007
0004,0015,0002,0003,0029,0004,0006,0022,0004
0006,0017,0002,0006,0036,0004,0010,0030,-001
0006,0017,0002,0006,0036,0004,0010,0030,-001
0006,0017,0002,0006,0035,0004,0010,0024,-001
0006,0017,0002,0006,0031,0004,0010,0023,-001
0006,0017,0002,0006,0027,0004,0010,0023,-001
0006,0017,0002,0006,0021,0004,0010,0023,-001
0022,0009,0002,0022,0018,0004,0015,0012,-001
0030,0008,0001,0028,0010,0003,0016,0011,-002
0030,0008,0001,0028,0010,0003,0016,0011,-002
0034,0008,0001,0033,0007,0003,0016,0011,-002
0034,0008,0001,0034,0008,0003,0016,0011,-002
0033,0008,0001,0034,0007,0003,0016,0011,-002
0033,0008,0001,0035,0007,0003,0016,0011,-002
0031,0008,0001,0035,0007,0003,0016,0011,-002
0029,0005,0002,0031,0007,0003,0016,0005,0000
0018,0004,0002,0023,0007,0004,0012,0005,0001
0011,0003,0002,0014,0007,0004,0012,0004,0002
0011,0003,0002,0014,0007,0004,0012,0004,0002
0010,0003,0002,0012,0007,0004,0012,0004,0002
0008,0003,0002,0011,0007,0004,0012,0004,0002
0008,0003,0002,0010,0007,0004,0012,0004,0002
0007,0003,0002,0009,0007,0004,0012,0004,0002
0007,0003,0002,0007,0007,0004,0012,0004,0002
0007,0003,0003,0007,0006,0004,0012,0004,0002
0007,0003,0004,0006,0003,0005,0008,0004,0000
0007,0003,0004,0005,0003,0005,0006,0004,-001
0004,0002,0003,0003,0003,0003,0006,0004,-001
0005,0002,0002,0002,0003,0002,0006,0002,0001
0005,0002,0001,0003,0003,0002,0006,0001,0001
0006,0002,0001,0002,0003,0004,0004,0001,0001
0006,0000,0001,0004,0002,0004,0004,0002,0001
0004,0000,0002,0004,0002,0003,0005,0002,0001
0003,-001,0000,0004,0002,0002,0005,0002,0001
0003,-001,0002,0003,0003,0002,0005,0001,0000
0003,0001,0000,0003,0003,0001,0005,0003,-001
0003,0001,0001,0003,0003,0003,0006,0001,-001
0002,0001,0001,0003,0002,0001,0006,0002,-001
0001,0001,0001,0003,0001,0001,0005,0001,0000
0002,0001,0002,0003,0001,0001,0005,0001,0000
