delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0003,0000,0003,0000,0001,0001,0002,0001,0002
0003,0001,0003,0001,0001,0001,0002,0001,0001
0002,0001,0002,0001,0001,0001,0002,0001,0001
0002,0001,0000,0001,0000,0000,0002,0001,0002
0002,0002,0002,0001,0001,-001,0001,0000,0002
0002,0002,0002,0001,0001,-001,0003,0000,0003
0002,0002,0002,0001,0001,0001,0004,0000,0000
0002,0002,0002,0001,0001,0001,0004,0000,0001
0003,0003,0002,0002,0001,0001,0003,0000,0001
0005,0003,0002,0003,0001,0001,0003,0000,0001
0005,0001,0002,0003,0003,0002,0004,0002,0002
0007,0001,0004,0006,0003,0003,0006,0002,0002
0012,0004,0002,0010,0006,0003,0008,0002,0003
0015,0004,0004,0012,0006,0003,0009,0002,0003
0020,0004,0005,0016,0006,0003,0010,0002,0003
0021,0007,0005,0018,0006,0002,0010,0003,0004
0021,0007,0005,0018,0006,0003,0013,0005,0004
0014,0013,0003,0019,0011,0002,0013,0006,0004
0009,0019,0003,0018,0020,0003,0012,0008,0004
0006,0019,0003,0013,0023,0003,0011,0012,0003
0006,0013,0005,0009,0023,0005,0008,0014,0005
0003,0007,0006,0003,0021,0011,0008,0018,0010
0000,0006,0006,0001,0013,0011,0005,0018,0013
0000,0006,0003,0001,0008,0011,0004,0014,0018
0000,0002,0003,0001,0003,0009,0003,0009,0018
0001,0002,0001,0000,0001,0000,0003,0004,0014
0001,0002,0001,0000,0001,0000,0003,0003,0013
0001,0002,0001,0000,0000,-002,0002,0002,0005
0001,0001,0001,0000,0000,-001,0002,0002,0002
0001,0001,0002,-001,0000,-001,0001,0001,0002
0000,0000,0002,-001,0000,0000,0001,0000,0002
0001,-001,0002,0000,0000,0001,0001,0000,0002
0001,-001,0001,0000,0000,0001,0001,0000,0001
0001,0000,-001,0000,0000,0001,0001,0000,0001
0000,0000,-001,-001,0000,0000,0001,0001,0001
-001,0000,-001,-001,0000,0002,0001,0001,0001
-001,0000,0001,-001,0001,0002,0001,0001,0002
-001,0000,0001,-002,0000,0002,0001,0001,0002
-001,0001,0002,-002,0001,0000,0001,0001,0001
-001,0001,0002,-001,0000,0000,0001,0001,0000
-001,0001,0002,0000,0001,0000,0001,-002,0001
0000,0001,0000,0000,0000,0000,0001,-002,0002
0000,0001,0000,0001,0000,-001,-002,-001,0002
0000,0001,0002,0001,-001,0000,-002,0000,0002
0000,0001,0003,0001,0000,0001,-001,0001,0002
0000,0001,0002,0001,0001,0001,0001,0001,0002
0000,0001,0001,0000,0001,-001,0001,0001,0002
0000,0001,0001,0000,0001,-001,0001,0001,0000
0000,0001,0002,-001,0000,-001,0001,0001,0002
0001,0001,0002,-001,0000,-001,0002,0001,0002
0001,0000,0002,-001,0000,-001,0002,0000,0002
0001,0000,0002,-001,0001,-001,0003,0001,0002
0001,0000,0002,0000,0001,-001,0003,0000,0002
0001,0001,0001,-001,0001,-001,0000,0000,0003
-001,0002,0000,0000,0001,0001,0000,-001,0001
