delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0001,0001,0000,-001,0001,0002,-002
-001,0001,0001,0001,0002,-001,0001,0000,-002
-001,0001,0001,0001,0000,-001,0002,0001,-001
-001,0000,0001,0001,0000,-001,0002,0001,-001
0000,0000,0000,0001,0000,0000,0002,0001,-002
0000,0001,0000,0001,0001,0001,0003,0001,-002
-002,0001,-001,0001,0001,0001,0004,-001,-001
-002,0001,-001,0001,0001,0001,0003,-001,-001
0001,0001,0001,-001,0002,0000,0004,0000,-001
0001,0001,0001,0001,0002,0000,0006,0001,-001
0001,0001,0000,0001,0003,0000,0007,0001,-002
0001,0000,0000,0002,0000,0001,0007,0000,-001
0002,0003,0000,0003,0002,0002,0009,0000,0000
0002,0003,0002,0005,0002,0004,0013,0003,0001
0003,0003,0002,0005,0005,0004,0025,0004,0001
0003,0003,0003,0006,0005,0004,0039,0004,0000
0003,0003,0003,0006,0005,0004,0044,0004,0000
0003,0003,0003,0006,0005,0004,0047,0004,0000
0003,0003,0003,0006,0005,0004,0048,0004,0000
0003,0003,0003,0006,0005,0004,0048,0004,0000
0003,0003,0003,0006,0005,0004,0047,0004,0000
0005,0003,0003,0020,0005,0004,0041,0008,0001
0006,0003,0002,0028,0006,0004,0031,0012,0001
0009,0005,0002,0031,0010,0000,0020,0020,0000
0009,0005,0002,0031,0010,0000,0020,0020,0000
0009,0005,0002,0030,0010,0000,0020,0020,0000
0009,0005,0002,0029,0010,0000,0020,0020,0000
0009,0005,0002,0024,0010,0000,0020,0020,0000
0009,0005,0002,0023,0010,0000,0020,0020,0000
0009,0008,0002,0018,0032,0002,0011,0027,0002
0010,0016,0001,0009,0045,0002,0006,0027,0002
0010,0016,0001,0009,0045,0002,0006,0026,0002
0010,0016,0001,0009,0044,0002,0006,0024,0002
0010,0016,0001,0009,0039,0002,0006,0020,0002
0010,0016,0001,0009,0036,0002,0006,0020,0002
0010,0016,0001,0009,0035,0002,0005,0020,0002
0002,0021,0005,0002,0029,0009,0003,0016,0006
0002,0021,0007,0002,0020,0017,0003,0011,0013
0001,0012,0018,0001,0006,0023,0003,0005,0013
-001,0005,0021,0000,0006,0023,0000,0002,0012
-001,0005,0021,0000,0006,0023,0000,0002,0012
-001,0005,0021,0000,0004,0023,0000,0002,0012
-001,0005,0021,0000,0004,0023,0000,0002,0012
-001,0005,0021,0000,0004,0023,0000,0002,0012
-001,0005,0021,0000,0004,0023,0000,0002,0012
0000,0002,0009,0000,0003,0013,0001,0001,0004
0000,0002,0009,0000,0002,0008,0002,0001,0001
0000,0002,0008,0000,0002,0008,0001,0001,0001
0001,0002,0005,0000,-001,0003,0001,-001,0000
0000,0001,0003,0000,-001,0002,0001,-001,0000
0000,0000,0001,0001,0000,0002,0001,0000,0000
0000,0001,0001,0001,0001,-001,0000,0000,-001
0000,0001,-001,0001,0001,0001,0001,0000,-002
0001,0001,-001,0001,0001,0001,0000,0001,-002
0000,0001,0001,0001,0000,0001,0001,0001,-002
