delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,0001,0000,-002,0002,0000,0002,0003
-001,0001,0001,0000,-002,0005,0000,0002,0006
0000,0001,0003,0000,0000,0005,-001,0004,0006
0000,0001,0006,0001,0000,0005,-001,0004,0008
0000,0001,0006,0000,0002,0010,-001,0005,0012
0000,0003,0006,0001,0002,0010,0001,0006,0012
0000,0004,0005,0000,0003,0008,0001,0006,0008
0000,0007,0005,0001,0009,0008,0001,0010,0008
0000,0008,0004,0003,0015,0007,0001,0017,0006
0000,0011,0004,0004,0016,0003,0001,0017,0002
0003,0013,0003,0005,0019,0003,0005,0015,0002
0006,0013,0003,0008,0019,0003,0005,0014,0000
0008,0009,0001,0016,0016,0001,0010,0010,0000
0013,0009,0000,0019,0010,0001,0012,0008,0002
0014,0004,0001,0020,0005,0002,0012,0005,0002
0014,0004,0002,0019,0004,0003,0012,0004,0001
0013,0003,0003,0017,0004,0004,0010,0004,0001
0011,0003,0003,0013,0002,0004,0010,0004,0000
0010,0003,0002,0007,0002,0004,0006,0003,0000
0010,0001,0001,0006,0002,0004,0005,0003,0001
0005,0000,0001,0006,0000,0003,0003,0002,0001
0005,0000,0000,0002,-001,0003,0003,0003,0001
0003,0001,0000,0002,-002,0003,0003,0003,-002
0001,0001,0000,0002,-002,0003,0001,0003,0001
0001,0001,0001,0002,-002,0001,0001,0003,0001
0001,0001,0001,0002,-002,0000,0001,0002,0001
0001,0001,0000,0001,-002,0001,0002,0002,0001
0001,0002,0000,0001,-002,0002,0002,0004,0003
0000,0000,0000,0001,-001,0002,-001,0004,0000
0000,0000,0000,0001,-001,0000,-001,0003,-001
0000,0000,0000,0001,0000,0000,0001,0002,-001
0002,0002,-001,0001,-001,0000,0001,0002,0001
0002,0003,-002,0001,-001,0000,0001,0002,0001
0000,0002,-002,0001,-002,0000,0001,0002,0000
0000,0001,0002,0001,-002,0000,0001,0002,-001
0000,-001,0002,0001,-002,-001,0001,0001,0000
0001,-001,0001,0001,-001,0000,0001,0001,0000
0002,-001,0001,0002,-001,0000,0002,0001,0000
0002,-001,-001,0002,-001,0001,0002,0002,-001
0000,0000,0001,0002,-001,0002,0002,0003,-001
-001,-002,0001,0000,-001,0002,0000,0002,-001
-001,-001,0001,0000,-001,0002,0000,0002,-001
-001,-001,0000,0000,-001,0001,-001,0002,-001
0001,0001,0000,-001,-002,0001,-001,0001,-001
0001,0001,-001,-001,-002,-001,0000,0000,0000
0000,0001,-001,-001,-002,0000,0000,0000,0000
0000,0000,-001,0000,-002,0000,0001,0001,0000
0000,0000,0002,0000,-002,0000,0001,0001,-001
0001,0000,0001,0000,-002,-001,0001,0001,-001
0001,-001,0001,0001,-001,-001,-001,0001,-001
0001,-001,0001,0000,-001,0001,-001,0002,0001
0001,-001,0001,0000,-001,0001,-001,0002,0003
0001,-001,0001,0000,-001,0001,0000,0002,0003
0000,-001,0001,0000,-001,-001,-001,0003,0002
0000,-001,0001,0001,-002,0001,0000,0003,0002
