delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0000,0001,0000,0001,0003,-001,0002,0005
-001,0002,0002,0002,0001,0005,0001,0002,0006
-001,0002,0006,0002,0001,0011,0001,0002,0014
0000,0002,0006,0000,0001,0013,0001,0002,0016
0001,0002,0009,0000,0002,0015,0000,0002,0016
0001,0005,0014,0000,0003,0015,0000,0005,0019
0002,0006,0014,0002,0007,0015,0000,0006,0019
0001,0010,0008,0001,0013,0015,0002,0007,0014
0003,0012,0007,0003,0015,0010,0004,0013,0010
0003,0014,0005,0004,0019,0007,0005,0016,0005
0003,0014,0004,0007,0019,0003,0007,0016,0004
0007,0011,0002,0010,0019,0003,0007,0016,0004
0010,0009,0002,0013,0013,0003,0010,0013,0004
0013,0006,0002,0018,0009,0004,0012,0011,0004
0013,0003,0002,0022,0008,0004,0015,0007,0004
0011,0003,0003,0022,0007,0004,0022,0005,0005
0010,0004,0005,0014,0005,0005,0022,0005,0004
0009,0004,0005,0012,0005,0005,0012,0004,0004
0006,0003,0002,0006,0004,0005,0012,0004,0004
0004,0002,0002,0005,0003,0005,0004,0004,0004
0002,0002,0001,0004,0002,0005,0004,0003,0004
0002,0002,0003,0002,0002,0001,0004,0003,0001
0002,0001,0002,0001,0000,0001,0001,0003,0001
0002,0001,0002,0001,-001,0001,0001,0002,0001
0002,0000,-001,0001,0000,0000,0004,0002,0002
0001,0000,0000,0001,0000,0003,0004,0002,0002
0001,-001,0000,0000,0000,0000,0001,0001,0001
0001,0001,0003,0000,0001,0000,0001,0001,0001
0000,-001,0003,0001,0002,0000,0000,0000,0001
0000,-001,0003,0001,0002,0000,0000,0001,0000
0000,-001,0002,0001,0001,0001,0000,0001,0000
0000,0000,0002,0001,0000,0000,0001,0002,0002
0000,0001,0002,0001,-001,0000,0001,0003,0002
0000,0000,-001,0001,-001,0000,0001,0002,0002
0000,-001,-001,0000,-001,0002,0003,0001,-001
0000,-001,0002,0002,0001,0002,0003,0001,0000
0000,0000,0004,0002,0001,0002,0000,0000,-001
-001,0000,0002,0002,0000,0001,0000,0000,0000
-001,0002,0002,0000,0000,0001,0000,0000,0000
-001,0001,0002,0000,0000,0000,0000,0002,0002
-001,0001,0001,0001,0000,0000,0000,0002,0001
-001,0001,0002,0001,0000,0002,-001,0002,0001
-001,0001,0001,0001,0000,0002,-001,0002,0001
0000,0000,0002,0001,0000,0002,-001,0001,0000
0000,0000,0002,0000,0000,0001,-001,0001,0000
0001,-001,0003,-001,-001,-001,0001,0001,-001
0000,-001,0004,-001,0000,-001,0000,-001,-001
0000,-001,0003,-001,-001,-003,0000,-001,0000
0000,0001,0003,0000,-001,-003,0000,0001,0001
0000,0001,0003,0000,-001,-001,-001,0001,0001
0000,0001,0003,0000,-001,0001,0000,0001,0001
0001,0002,0001,0000,-001,0001,0002,0001,0002
0001,0001,0001,0000,-001,0001,0002,0001,0002
0001,0001,0001,0000,0000,-001,0000,0001,0002
0001,0001,0001,0000,0000,0002,0000,0000,-001
