delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0001,0000,0000,0000,0000,0000,0002
0001,0001,0001,0001,0000,0003,0001,-002,0002
0001,0000,0004,0001,0000,0002,0000,-001,0003
0000,0000,0004,-001,0000,0003,-002,0000,0004
0000,0000,0003,-001,-001,0003,-002,0000,0003
0002,0000,0002,-001,0000,0003,0000,0000,0004
0002,0001,0003,0001,-001,0003,0001,0003,0005
0000,0001,0002,-001,0000,0003,0001,0003,0010
0000,0001,0005,-001,0000,0006,0001,0003,0013
0000,-001,0005,-001,0001,0012,0000,0003,0014
0000,-001,0006,0000,0002,0012,0001,0005,0014
0000,0003,0006,0000,0005,0010,0000,0008,0011
0002,0008,0006,0002,0011,0010,0001,0012,0008
0002,0009,0005,0003,0019,0006,0002,0012,0006
0003,0014,0004,0003,0020,0005,0003,0016,0002
0004,0014,0003,0004,0020,0003,0005,0016,0002
0008,0013,0001,0012,0018,0003,0011,0012,0001
0014,0009,0000,0023,0014,0003,0017,0011,0002
0018,0008,0000,0023,0010,0003,0017,0007,0004
0018,0005,0000,0024,0008,0004,0019,0005,0004
0016,0005,0002,0023,0007,0005,0019,0004,0003
0016,0005,0002,0021,0007,0006,0018,0004,0002
0014,0004,0002,0015,0007,0007,0016,0004,0002
0014,0004,-001,0011,0003,0007,0008,0003,0002
0009,0001,-001,0008,0003,0007,0008,0002,0002
0006,0004,0001,0007,0003,0007,0007,0002,0002
0006,0001,0003,0007,0003,0006,0006,0003,0003
0005,0003,0003,0006,0002,0006,0006,0003,0003
0004,0001,0003,0003,0001,0000,0004,0002,0001
0003,0001,0002,0003,0000,-001,0003,0002,0000
0003,0001,0002,0003,0000,0000,0002,0002,0000
0003,0001,0002,0003,-001,-001,0000,0001,-001
0003,0001,0002,0003,-001,-001,0000,0001,0000
0003,0002,0001,0002,0000,-001,0001,0001,-001
0004,0002,0001,0002,0001,0003,0002,0001,0003
0002,0000,0001,0002,0000,0004,0001,0001,0001
0004,0000,0001,0001,0000,0003,0001,0002,0001
0004,0000,0001,0002,0000,0001,0001,0002,0001
0004,0000,0001,0001,0001,0001,0002,0002,0001
0002,0002,0002,0002,0001,0001,0003,0002,0000
0002,0002,0003,0002,0001,0001,0002,0003,0001
0001,0002,0002,0002,0001,0001,0003,0003,0001
0001,0001,0001,0001,0001,0003,0004,0003,0001
0001,0001,0001,0001,0000,0003,0004,0001,0000
0001,0002,0002,0001,0000,0003,0004,0001,0000
0001,0002,0002,0001,0000,0002,0001,0001,0000
0002,0001,0002,0001,0000,0001,-002,0002,0001
0001,0001,0002,0001,0000,0001,-002,0003,0001
0002,0000,0002,0000,0000,-001,0001,0003,0001
0001,0000,0001,0000,0001,0001,0002,0002,0001
0002,0001,0001,0001,0001,0001,0001,0002,0001
0001,0001,0001,0001,0001,0001,0001,0002,-001
0000,0000,0000,0000,0000,0000,0000,0000,0001
0000,0000,0000,0000,0000,0000,0000,0000,0002
-001,0000,0000,0000,-002,0000,0002,0001,0002
