delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-003,-001,0000,0000,0001,0002,-001,-002,0001
0000,0000,0000,0000,0001,0005,-001,-002,0001
-001,0000,0001,0000,0000,0002,-001,-002,0001
0000,-001,0000,-001,0000,0002,-001,0001,0002
-001,-001,0001,-001,0001,0002,-001,0000,0002
-001,-001,0001,-001,0001,0002,0001,0000,0003
-001,0000,0001,-001,0001,0003,0001,0000,0003
-001,0002,0001,-001,0000,0003,-003,0000,0006
-001,0002,0001,-001,0002,0006,-003,0000,0009
-001,-001,0004,-001,0000,0010,-001,0000,0014
-001,-001,0006,-001,0002,0014,0000,0001,0019
-001,0002,0007,-001,0002,0016,0000,0003,0019
-001,0005,0012,0000,0007,0016,0000,0006,0017
0001,0005,0012,0000,0012,0011,0002,0013,0011
0001,0011,0007,0000,0023,0011,0002,0020,0010
0002,0014,0004,0001,0025,0004,0002,0023,0004
0008,0017,0003,0007,0027,0004,0005,0023,0002
0008,0017,0003,0007,0027,0004,0005,0023,0002
0008,0017,0003,0007,0026,0004,0005,0023,0002
0008,0017,0003,0007,0025,0004,0005,0023,0002
0008,0017,0003,0007,0023,0004,0005,0023,0002
0020,0008,0003,0029,0015,0004,0019,0008,0002
0030,0006,0003,0030,0010,0006,0031,0006,0003
0030,0006,0003,0031,0010,0006,0031,0006,0003
0028,0006,0003,0031,0010,0006,0031,0006,0003
0028,0006,0003,0031,0010,0006,0029,0006,0003
0028,0006,0003,0030,0010,0006,0028,0006,0003
0021,0006,0003,0028,0010,0006,0028,0006,0003
0018,0006,0003,0028,0010,0006,0026,0006,0003
0017,0004,0002,0024,0009,0006,0020,0003,0003
0013,0003,0001,0016,0006,0008,0014,0003,0003
0009,0003,-001,0011,0006,0008,0010,0003,0003
0009,0003,-001,0009,0006,0008,0010,0003,0003
0009,0003,-001,0008,0006,0008,0009,0003,0003
0009,0003,-001,0008,0006,0008,0007,0003,0003
0009,0003,-001,0007,0006,0008,0006,0003,0003
0009,0003,-001,0006,0006,0008,0004,0003,0003
0004,0003,0001,0004,0005,0008,0004,0002,0003
0003,0000,0001,0004,0002,0005,0003,0002,0000
0002,0000,0001,0001,0002,0005,0003,0000,0000
0002,0000,0000,0001,0002,0004,0002,0000,-001
0002,0000,-001,0001,0002,0004,0001,0000,0000
0000,-001,-001,0001,0001,0002,0001,-001,0000
0000,-001,0000,0001,0002,0002,0002,-001,0000
-001,-001,0001,0000,0002,0002,0002,-001,0001
0001,-001,0001,0000,0002,0002,0002,0001,0001
0001,-002,0000,0000,0001,0001,0002,-001,0001
0001,-001,0000,0001,0001,0000,0002,-001,-001
0001,-001,0000,0000,0001,0000,0002,-001,-001
-001,-001,0000,0000,0001,0000,0000,-001,-001
-001,-001,0000,0000,0001,0000,0000,-002,-001
-001,-001,-001,0000,0000,0002,0000,-001,0000
0000,-001,-001,0000,0000,0002,0001,-001,-002
0000,-002,-001,0000,0000,0002,0001,-001,-001
-001,-001,-002,-001,0000,0000,0001,0000,-001
