delta1,delta2,delta3,delta4
0009,0024,0035,0039,
0009,0024,0035,0039,
0018,0028,0046,0041,
0018,0028,0046,0041,
0018,0028,0046,0041,
0013,0025,0037,0040,
0013,0025,0037,0040,
0013,0025,0037,0040,
0008,0021,0025,0025,
0008,0019,0025,0025,
0008,0019,0025,0025,
0004,0014,0013,0019,
0004,0013,0013,0018,
0004,0013,0013,0018,
0000,0006,0007,0006,
0000,0006,0007,0006,
0000,0006,0007,0006,
0001,0004,0002,0006,
0001,0004,0002,0006,
0001,0004,0002,0006,
0002,0004,0004,0004,
0001,0004,0004,0004,
0001,0004,0004,0004,
-003,0002,0003,0004,
-003,0002,0003,0004,
-003,0002,0003,0004,
0001,0003,-002,0000,
0001,0003,-002,0000,
0001,0003,-002,0000,
0001,0001,0001,0000,
