delta1,delta2,delta3,delta4
0006,0017,0030,0032,
0016,0028,0041,0045,
0018,0031,0054,0052,
0018,0033,0055,0052,
0023,0043,0068,0070,
0023,0051,0077,0073,
0023,0051,0077,0073,
0034,0052,0079,0073,
0032,0052,0077,0070,
0032,0052,0077,0070,
0021,0040,0045,0047,
0021,0032,0043,0038,
0021,0032,0043,0038,
0005,0014,0018,0019,
0005,0014,0018,0019,
0005,0014,0018,0019,
0006,0001,0010,0004,
0006,0001,0010,0004,
0006,0001,0010,0004,
-002,0003,0006,0004,
-002,0003,0006,0004,
-002,0003,0006,0004,
0003,0000,0005,0004,
0003,0000,0005,0004,
0003,0000,0005,0004,
0002,-001,0003,-001,
0002,-001,0003,-001,
0002,-001,0003,-001,
0005,-002,0005,-001,
0005,-002,0005,-001,
