delta1,delta2,delta3,delta4
0010,0019,0025,0028,
0010,0019,0025,0028,
0010,0028,0032,0040,
0010,0029,0036,0040,
0010,0029,0036,0040,
0016,0030,0038,0040,
0016,0030,0038,0040,
0016,0030,0038,0040,
0012,0030,0029,0036,
0012,0029,0029,0036,
0012,0029,0029,0036,
0010,0017,0019,0020,
0010,0017,0019,0020,
0010,0017,0019,0020,
0005,0009,0009,0014,
0005,0009,0009,0014,
0005,0009,0009,0014,
0002,0007,0003,0011,
0002,0007,0003,0011,
0002,0007,0003,0011,
0008,0005,0006,0003,
0008,0005,0006,0003,
0008,0005,0006,0003,
0000,0006,-001,0008,
0000,0006,-001,0008,
0000,0006,-001,0008,
0004,0001,0004,0003,
0004,0001,0004,0003,
0004,0001,0004,0003,
-003,0004,-003,0007,
