delta1,delta2,delta3,delta4
0015,0021,0039,0037,
0015,0021,0039,0037,
0018,0023,0039,0036,
0017,0023,0035,0036,
0017,0023,0035,0036,
0008,0017,0029,0027,
0008,0017,0029,0027,
0008,0017,0029,0027,
0007,0012,0013,0016,
0007,0012,0013,0016,
0007,0012,0013,0016,
0003,0012,0008,0014,
0003,0010,0008,0014,
0003,0010,0008,0014,
0006,0003,0008,0008,
0006,0003,0008,0008,
0006,0003,0008,0008,
0001,0002,0005,0003,
0001,0002,0005,0003,
0001,0002,0005,0003,
0002,0003,0000,0004,
0002,0003,0000,0004,
0002,0003,0000,0004,
0005,0002,0002,0004,
0006,0002,0002,0004,
0006,0002,0002,0004,
-005,0003,0002,0007,
-005,0003,0002,0007,
-005,0003,0002,0007,
0002,0000,0004,-001,
