delta1,delta2,delta3,delta4
0012,0023,0032,0034,
0012,0023,0032,0034,
0019,0030,0045,0045,
0019,0030,0044,0045,
0019,0030,0044,0045,
0016,0023,0036,0031,
0016,0023,0036,0031,
0016,0023,0036,0031,
0010,0012,0017,0015,
0009,0012,0017,0015,
0009,0012,0017,0015,
0002,0005,0006,0010,
0002,0005,0006,0010,
0001,0004,0005,0009,
0004,-001,0004,0003,
0004,-001,0004,0003,
0004,-001,0004,0003,
-004,0001,-005,0004,
-004,0001,-005,0004,
-004,0001,-005,0004,
0002,0000,0002,-002,
0002,0000,0002,-002,
0002,0000,0002,-002,
0003,0000,-001,-005,
0003,0000,-001,-005,
0003,0000,-001,-005,
0002,-001,0001,-002,
0002,-001,0001,-002,
0002,-001,0001,-002,
-002,-002,0000,-005,
