delta1,delta2,delta3,delta4
0013,0021,0030,0038,
0013,0021,0030,0038,
0014,0027,0041,0046,
0014,0028,0039,0046,
0014,0028,0039,0046,
0010,0028,0033,0038,
0010,0025,0033,0038,
0010,0025,0033,0038,
0013,0017,0026,0023,
0013,0017,0026,0023,
0013,0017,0026,0023,
0008,0010,0009,0019,
0008,0010,0009,0019,
0008,0010,0009,0019,
0001,0005,0005,0012,
0001,0005,0005,0012,
0001,0005,0005,0012,
0005,0000,0006,0007,
0005,0000,0006,0007,
0005,0000,0006,0007,
-002,0002,-001,0009,
-002,0002,-001,0009,
-002,0002,-001,0009,
0003,0003,-001,0007,
0003,0003,-001,0007,
0003,0003,-001,0007,
0003,0003,0004,0002,
0003,0003,0004,0002,
0003,0003,0004,0002,
0006,0000,0005,0005,
