delta1,delta2,delta3,delta4
0016,0017,0025,0029,
0019,0017,0027,0031,
0022,0023,0041,0041,
0022,0028,0046,0041,
0025,0032,0047,0047,
0031,0044,0061,0057,
0031,0044,0061,0057,
0031,0044,0065,0060,
0033,0047,0067,0062,
0033,0047,0067,0062,
0035,0047,0066,0062,
0031,0043,0064,0063,
0031,0043,0064,0063,
0031,0043,0057,0058,
0029,0042,0052,0050,
0029,0039,0052,0043,
0029,0037,0042,0040,
0025,0035,0038,0039,
0025,0035,0038,0039,
0023,0025,0029,0028,
0021,0023,0027,0022,
0018,0019,0027,0022,
0018,0019,0019,0022,
0012,0010,0011,0013,
0012,0010,0011,0013,
0012,0010,0011,0013,
0009,0004,0006,0007,
0009,0004,0006,0007,
0009,0004,0006,0007,
0009,0007,0002,0007,
