delta1,delta2,delta3,delta4
0008,0019,0031,0033,
0008,0019,0034,0033,
0016,0027,0043,0051,
0016,0032,0052,0053,
0016,0032,0052,0053,
0026,0040,0066,0064,
0027,0044,0063,0065,
0027,0044,0063,0065,
0016,0032,0047,0048,
0016,0032,0045,0046,
0016,0032,0045,0046,
0009,0016,0017,0024,
0009,0016,0017,0020,
0009,0016,0017,0020,
0004,0004,0008,0010,
0004,0004,0008,0010,
0004,0004,0008,0010,
0003,0002,0005,0009,
0003,0002,0005,0009,
0003,0002,0005,0009,
0004,0004,0002,0006,
0004,0004,0002,0006,
0004,0004,0002,0006,
0004,0004,0008,0001,
0004,0004,0008,0001,
0004,0004,0008,0001,
0002,0001,-002,0000,
0002,0001,-002,0000,
0002,0001,-002,0000,
0002,0000,0005,0003,
