delta1,delta2,delta3,delta4
0010,0017,0028,0027,
0010,0017,0028,0027,
0016,0026,0043,0040,
0016,0027,0043,0044,
0016,0027,0043,0044,
0021,0028,0048,0039,
0021,0028,0048,0039,
0021,0028,0048,0039,
0011,0023,0032,0031,
0011,0023,0032,0030,
0011,0023,0032,0030,
0008,0012,0013,0017,
0008,0012,0013,0016,
0008,0012,0013,0016,
0005,0004,0005,0004,
0005,0004,0005,0004,
0005,0004,0005,0004,
0000,0002,0003,-001,
0000,0002,0003,-001,
0000,0002,0003,-001,
0002,0000,0007,-001,
0002,0000,0007,-001,
0002,0000,0007,-001,
0006,0001,0004,0003,
0006,0001,0004,0003,
0006,0001,0004,0003,
0003,0000,0005,-004,
0003,0000,0005,-004,
0003,0000,0005,-004,
-001,-001,0000,0005,
