delta1,delta2,delta3,delta4
0013,0022,0038,0037,
0013,0022,0038,0037,
0014,0030,0039,0044,
0014,0030,0039,0044,
0014,0030,0039,0044,
0012,0020,0034,0029,
0012,0020,0033,0029,
0012,0020,0033,0029,
0005,0015,0019,0020,
0005,0015,0019,0020,
0005,0015,0019,0020,
0003,0003,0009,0011,
0003,0003,0009,0011,
0003,0003,0009,0011,
0002,0004,0007,0003,
0002,0004,0007,0003,
0002,0004,0007,0003,
-006,0001,-001,0002,
-006,0001,-001,0002,
-006,0001,-001,0002,
-004,0001,0003,0002,
-004,0001,0003,0002,
-004,0001,0003,0002,
0001,0005,0004,0007,
0001,0005,0004,0007,
0001,0005,0004,0007,
0000,0001,0003,-002,
0000,0001,0003,-002,
0000,0001,0003,-002,
0003,0000,0002,0004,
