delta1,delta2,delta3,delta4
0012,0022,0033,0035,
0012,0022,0033,0035,
0015,0029,0039,0042,
0015,0029,0039,0042,
0015,0029,0039,0042,
0018,0027,0039,0037,
0018,0027,0039,0037,
0018,0027,0039,0037,
0011,0022,0027,0025,
0011,0022,0027,0025,
0011,0022,0027,0025,
0008,0011,0014,0017,
0008,0011,0014,0017,
0008,0011,0014,0017,
0007,0014,0008,0014,
0007,0014,0008,0014,
0007,0014,0008,0014,
0007,0008,0002,0009,
0007,0008,0002,0009,
0007,0008,0002,0009,
0005,0003,0005,0004,
0005,0003,0005,0004,
0005,0003,0005,0004,
0001,0002,0002,0002,
0001,0002,0002,0002,
0001,0002,0002,0002,
0002,0004,0000,0002,
0002,0004,0000,0002,
0002,0004,0000,0002,
0000,0002,-001,0003,
