delta1,delta2,delta3,delta4
0012,0017,0031,0032,
0012,0018,0033,0033,
0019,0026,0042,0042,
0019,0026,0042,0042,
0019,0026,0050,0042,
0022,0032,0048,0045,
0022,0032,0048,0045,
0024,0033,0047,0045,
0020,0032,0046,0042,
0020,0032,0046,0042,
0020,0032,0041,0042,
0025,0032,0041,0038,
0025,0032,0041,0038,
0023,0026,0036,0033,
0018,0024,0032,0028,
0018,0022,0032,0026,
0017,0022,0022,0026,
0011,0016,0019,0018,
0011,0016,0019,0018,
0011,0015,0012,0018,
0009,0011,0006,0013,
0009,0011,0006,0013,
0008,0006,0006,0013,
0007,0005,0005,0007,
0007,0005,0005,0007,
0007,0005,0005,0007,
-001,0002,0004,0001,
-001,0002,0004,0001,
-001,0002,0004,0001,
0007,0001,0005,0003,
