delta1,delta2,delta3,delta4
0012,0021,0027,0035,
0012,0021,0027,0035,
0013,0025,0032,0036,
0013,0025,0032,0036,
0013,0025,0032,0036,
0015,0027,0024,0030,
0014,0024,0024,0030,
0014,0024,0024,0030,
0007,0018,0016,0020,
0007,0013,0016,0020,
0007,0013,0016,0020,
0003,0009,0004,0013,
0003,0009,0004,0013,
0002,0008,0003,0012,
-003,0004,0006,0008,
-003,0004,0006,0008,
-003,0004,0006,0008,
0004,0001,0009,0005,
0004,0001,0009,0005,
0004,0001,0009,0005,
-001,0001,0006,-001,
-001,0001,0006,-001,
-001,0001,0006,-001,
0001,0001,0003,0002,
0001,0001,0003,0002,
0001,0001,0003,0002,
-001,-002,0000,0005,
-001,-002,0000,0005,
-001,-002,0000,0005,
0002,-002,0005,0000,
