delta1,delta2,delta3,delta4
0006,0014,0025,0031,
0006,0014,0025,0031,
0010,0021,0036,0038,
0010,0021,0036,0038,
0010,0021,0036,0038,
0010,0022,0035,0033,
0010,0022,0035,0033,
0010,0022,0035,0033,
0012,0017,0029,0025,
0012,0017,0029,0025,
0012,0017,0029,0025,
0007,0014,0016,0019,
0007,0014,0016,0019,
0007,0014,0016,0019,
0003,0006,0008,0007,
0003,0006,0008,0007,
0003,0006,0008,0007,
0002,0003,0004,0008,
0002,0003,0004,0008,
0002,0003,0004,0008,
0000,0004,0005,0009,
0000,0004,0005,0009,
0000,0004,0005,0009,
0002,0005,-001,0006,
0002,0005,-001,0006,
0002,0005,-001,0006,
0003,0000,0006,0003,
0003,0000,0006,0003,
0003,0000,0006,0003,
0000,0000,0002,-002,
