delta1,delta2,delta3,delta4
0013,0023,0036,0041,
0013,0023,0036,0041,
0019,0031,0052,0053,
0019,0031,0056,0053,
0019,0031,0056,0053,
0023,0034,0055,0050,
0023,0034,0055,0050,
0023,0034,0055,0050,
0016,0030,0036,0037,
0016,0030,0036,0037,
0016,0030,0036,0037,
0014,0019,0023,0027,
0014,0019,0023,0027,
0014,0019,0023,0027,
0004,0012,0005,0012,
0004,0012,0005,0012,
0004,0012,0005,0012,
-001,0007,0005,0009,
-001,0007,0005,0009,
-001,0007,0005,0009,
0002,0001,0000,0001,
0002,0001,0000,0001,
0002,0001,0000,0001,
-001,0001,0004,0001,
-001,0001,0004,0001,
-001,0001,0004,0001,
0001,0003,0001,0001,
0001,0003,0001,0001,
0001,0003,0001,0001,
0003,0002,0001,-001,
