delta1,delta2,delta3,delta4
0009,0015,0028,0023,
0009,0015,0028,0023,
0015,0019,0033,0025,
0015,0019,0033,0025,
0015,0019,0033,0025,
0014,0026,0036,0028,
0014,0026,0036,0028,
0014,0026,0036,0028,
0017,0018,0029,0024,
0017,0018,0029,0024,
0017,0018,0029,0024,
0013,0015,0020,0020,
0013,0015,0020,0020,
0013,0015,0020,0020,
0006,0015,0020,0009,
0006,0015,0020,0009,
0006,0013,0020,0009,
0005,0006,0007,0007,
0005,0006,0007,0007,
0005,0006,0007,0007,
-001,0007,0009,0003,
-001,0007,0009,0003,
0000,0007,0009,0003,
0001,0006,0008,0002,
0001,0006,0008,0002,
0001,0006,0008,0002,
0001,0006,0005,0000,
0001,0006,0005,0000,
0001,0006,0005,0000,
0004,0000,0002,0002,
