delta1,delta2,delta3,delta4
0011,0018,0027,0026,
0011,0018,0027,0026,
0015,0019,0032,0032,
0017,0019,0032,0032,
0017,0019,0032,0032,
0009,0019,0024,0024,
0009,0019,0023,0024,
0009,0019,0023,0024,
0009,0020,0016,0023,
0009,0015,0016,0023,
0009,0015,0016,0023,
0003,0005,0009,0013,
0003,0005,0009,0013,
0003,0005,0009,0013,
0005,0010,0005,0012,
0005,0010,0005,0012,
0005,0010,0005,0012,
0003,0008,0002,0008,
0003,0008,0002,0008,
0003,0008,0002,0008,
0007,0004,0008,0004,
0007,0004,0008,0004,
0007,0004,0008,0004,
0001,0008,-002,0005,
0001,0007,-002,0005,
0001,0007,-002,0005,
0000,0000,-001,-003,
0000,0000,-001,-003,
0000,0000,-001,-003,
0001,0002,0000,0004,
