delta1,delta2,delta3,delta4
0008,0020,0030,0020,
0008,0020,0030,0020,
0013,0015,0024,0016,
0013,0015,0024,0016,
0013,0015,0024,0016,
0010,0016,0019,0021,
0010,0016,0019,0021,
0010,0016,0019,0021,
0011,0010,0020,0013,
0011,0010,0020,0013,
0011,0010,0020,0013,
0007,0017,0019,0011,
0007,0017,0019,0011,
0007,0017,0019,0011,
0001,0009,0012,0012,
0001,0009,0012,0012,
0001,0009,0012,0012,
0009,0007,0008,0011,
0009,0007,0008,0011,
0009,0007,0008,0011,
0007,0004,0005,0005,
0007,0004,0005,0005,
0007,0004,0005,0005,
-001,0005,0001,0001,
-001,0005,0001,0001,
0000,0005,0001,0001,
0004,0003,0002,0000,
0004,0003,0002,0000,
0004,0003,0002,0000,
0002,0003,-001,0008,
