delta1,delta2,delta3,delta4
0007,0014,0026,0025,
0010,0024,0030,0033,
0010,0026,0030,0033,
0010,0026,0030,0033,
0010,0019,0027,0027,
0010,0019,0027,0027,
0010,0019,0027,0027,
0012,0012,0018,0018,
0011,0012,0018,0018,
0011,0012,0018,0018,
0006,0008,0009,0008,
0006,0008,0009,0008,
0006,0008,0009,0008,
0001,0006,0003,0011,
0001,0006,0003,0011,
0001,0006,0003,0011,
0004,-001,0001,0002,
0004,-001,0001,0002,
0004,-001,0001,0002,
0005,0003,0002,0003,
0005,0003,0002,0003,
0005,0003,0002,0003,
0002,0003,0001,0004,
0002,0003,0001,0004,
0002,0003,0001,0004,
0002,-002,0004,0000,
0002,-002,0004,0000,
0002,-002,0004,0000,
0001,0002,0000,0000,
0001,0002,0000,0000,
