delta1,delta2,delta3,delta4
0009,0020,0034,0036,
0009,0020,0034,0036,
0016,0033,0036,0044,
0016,0032,0039,0044,
0016,0032,0039,0044,
0012,0027,0038,0037,
0012,0027,0038,0037,
0012,0027,0038,0037,
0009,0024,0023,0026,
0009,0020,0023,0026,
0009,0020,0023,0026,
0006,0011,0013,0014,
0006,0011,0013,0014,
0006,0011,0013,0014,
-001,0006,0005,0012,
-001,0006,0005,0012,
-001,0006,0005,0012,
-001,0004,0003,0007,
-001,0004,0003,0007,
-001,0004,0003,0007,
0002,-002,0000,0006,
0002,-002,0000,0006,
0002,-002,0000,0006,
-001,-002,0000,0002,
-001,-002,0000,0002,
-001,-002,0000,0002,
-001,-001,0001,-002,
-001,-001,0001,-002,
-001,-001,0001,-002,
0000,0000,0004,0000,
