delta1,delta2,delta3,delta4
0014,0017,0027,0029,
0014,0024,0047,0042,
0014,0024,0047,0042,
0020,0028,0048,0044,
0020,0033,0048,0045,
0020,0033,0048,0045,
0021,0035,0048,0045,
0022,0031,0052,0045,
0022,0031,0052,0045,
0022,0031,0052,0045,
0028,0031,0051,0046,
0028,0031,0051,0046,
0026,0031,0051,0046,
0021,0029,0043,0037,
0021,0029,0043,0037,
0018,0027,0035,0026,
0016,0022,0028,0025,
0016,0016,0019,0021,
0013,0014,0016,0013,
0004,0012,0011,0010,
0004,0010,0011,0010,
0004,0005,0009,0005,
0004,0004,0004,0004,
0004,0001,0004,0004,
0004,0001,0004,0004,
-003,0002,0000,0002,
-003,0002,0000,0002,
-003,0002,0000,0002,
0001,0001,0001,0000,
0001,0001,0001,0000,
