delta1,delta2,delta3,delta4
0012,0025,0040,0034,
0012,0025,0040,0034,
0016,0027,0043,0039,
0016,0027,0042,0039,
0016,0027,0042,0039,
0017,0025,0039,0028,
0017,0025,0033,0028,
0017,0025,0033,0028,
0010,0013,0021,0017,
0010,0013,0021,0017,
0010,0013,0021,0017,
0006,0010,0009,0013,
0006,0009,0009,0013,
0006,0009,0009,0013,
0002,0009,0006,0010,
0002,0011,0006,0010,
0002,0011,0006,0010,
0002,0001,0010,0005,
0002,0001,0010,0005,
0002,0001,0010,0005,
-001,0003,0004,0005,
-001,0003,0004,0005,
-001,0003,0004,0005,
0003,0002,0004,0002,
0003,0002,0004,0002,
0003,0002,0004,0002,
0002,0001,0004,0002,
0002,0001,0004,0002,
0002,0001,0004,0002,
0003,0004,0002,0003,
