delta1,delta2,delta3,delta4
0012,0024,0042,0035,
0012,0024,0042,0035,
0015,0028,0037,0039,
0015,0028,0037,0039,
0015,0028,0037,0039,
0016,0022,0032,0031,
0014,0022,0032,0031,
0014,0022,0032,0031,
0006,0016,0014,0018,
0006,0013,0014,0018,
0006,0013,0014,0018,
0005,0004,0007,0007,
0005,0004,0007,0007,
0005,0004,0007,0007,
-001,0002,0001,0006,
-001,0002,0001,0006,
-001,0002,0001,0006,
0001,0001,0004,0006,
0001,0001,0004,0006,
0001,0001,0004,0006,
0002,0000,0004,0003,
0002,0000,0004,0003,
0002,0000,0004,0003,
-005,0000,0003,0002,
-005,0000,0003,0002,
-005,0000,0003,0002,
0004,-001,0004,-001,
0004,-001,0004,-001,
0004,-001,0004,-001,
-002,0006,-001,-004,
