delta1,delta2,delta3,delta4
0008,0016,0027,0028,
0008,0016,0027,0028,
0011,0023,0032,0034,
0011,0023,0032,0034,
0011,0023,0032,0034,
0012,0024,0033,0033,
0012,0024,0033,0033,
0012,0024,0033,0033,
0008,0018,0025,0029,
0008,0018,0025,0029,
0008,0018,0025,0029,
0007,0014,0013,0017,
0007,0013,0013,0017,
0006,0012,0012,0016,
0006,0007,0010,0005,
0006,0007,0010,0005,
0006,0007,0010,0005,
0001,-001,0002,0004,
0001,-001,0002,0004,
0001,-001,0002,0004,
0002,0001,0000,0001,
0002,0001,0000,0001,
0002,0001,0000,0001,
0000,0005,-001,0004,
0000,0005,-001,0004,
0000,0005,-001,0004,
0000,0000,0000,-001,
0000,0000,0000,-001,
0000,0000,0000,-001,
0003,0001,-001,0005,
