delta1,delta2,delta3,delta4
0011,0014,0026,0022,
0010,0021,0032,0033,
0010,0021,0033,0033,
0010,0021,0033,0033,
0016,0025,0034,0034,
0016,0025,0034,0034,
0016,0025,0034,0034,
0013,0021,0025,0029,
0013,0021,0025,0029,
0013,0021,0025,0029,
0008,0012,0015,0021,
0008,0012,0015,0021,
0008,0012,0015,0021,
0007,0007,0011,0011,
0007,0007,0011,0011,
0007,0007,0011,0011,
0001,0007,0005,0007,
0001,0007,0005,0007,
0001,0007,0005,0007,
0004,0001,0006,0002,
0004,0001,0006,0002,
0004,0001,0006,0002,
-001,0004,0003,0003,
-001,0004,0003,0003,
-001,0004,0003,0003,
0000,0002,0002,0006,
0000,0002,0002,0006,
0000,0002,0002,0006,
0001,0001,-005,0005,
0001,0001,-005,0005,
