delta1,delta2,delta3,delta4
0010,0020,0036,0040,
0010,0020,0036,0040,
0019,0030,0044,0047,
0019,0030,0047,0047,
0019,0030,0047,0047,
0014,0030,0043,0044,
0014,0030,0043,0044,
0014,0030,0043,0044,
0010,0024,0032,0032,
0010,0024,0032,0032,
0010,0024,0032,0032,
0006,0013,0018,0022,
0006,0013,0018,0022,
0006,0013,0018,0022,
0005,0012,0009,0014,
0005,0012,0009,0014,
0005,0012,0009,0014,
0000,0011,0005,0011,
0000,0011,0005,0011,
0000,0011,0005,0011,
-003,0002,0007,0003,
-003,0002,0007,0003,
-003,0002,0007,0003,
0002,0002,0001,0004,
0002,0002,0001,0004,
0002,0002,0001,0004,
-004,0002,0000,0001,
-004,0002,0000,0001,
-004,0002,0000,0001,
-001,0005,0001,0008,
