delta1,delta2,delta3,delta4
0009,0015,0027,0025,
0014,0026,0035,0037,
0014,0026,0039,0037,
0014,0026,0039,0037,
0017,0028,0040,0042,
0017,0028,0040,0042,
0017,0028,0040,0042,
0013,0024,0033,0035,
0013,0024,0033,0035,
0013,0024,0033,0035,
0011,0019,0027,0024,
0011,0019,0023,0024,
0011,0019,0023,0024,
0005,0010,0014,0016,
0005,0010,0013,0016,
0005,0010,0013,0016,
0004,0005,0001,0006,
0004,0005,0001,0006,
0004,0005,0001,0006,
0000,0005,-001,0010,
0000,0005,-001,0010,
0000,0005,-001,0010,
0000,0004,0001,0009,
0000,0004,0001,0009,
0000,0004,0001,0009,
0000,0004,0002,0002,
0000,0004,0002,0002,
0000,0004,0002,0002,
0004,0003,0000,0000,
0004,0003,0000,0000,
