delta1,delta2,delta3,delta4
0011,0023,0028,0037,
0016,0034,0055,0054,
0016,0042,0069,0056,
0027,0050,0073,0072,
0027,0055,0080,0080,
0027,0055,0080,0080,
0018,0032,0051,0042,
0018,0032,0045,0041,
0018,0032,0037,0036,
0003,0008,0011,0014,
0003,0008,0011,0014,
0003,0008,0011,0014,
0004,0006,0005,0001,
0004,0006,0005,0001,
0004,0006,0005,0001,
0000,0006,-001,0006,
0000,0006,-001,0006,
0000,0006,-001,0006,
0003,0001,0002,-002,
0003,0001,0002,-002,
0003,0001,0002,-002,
0003,0000,0002,0000,
0003,0000,0002,0000,
0003,0000,0002,0000,
0002,0002,0001,-001,
0002,0002,0001,-001,
0002,0002,0001,-001,
-002,0001,-002,0003,
-002,0001,-002,0003,
-002,0001,-002,0003,
