delta1,delta2,delta3,delta4
0010,0023,0039,0040,
0010,0023,0039,0040,
0017,0031,0051,0050,
0017,0033,0051,0050,
0017,0033,0051,0050,
0020,0028,0044,0042,
0020,0028,0044,0042,
0020,0028,0044,0042,
0012,0021,0030,0028,
0012,0021,0030,0028,
0012,0021,0030,0028,
0010,0014,0017,0017,
0010,0014,0017,0017,
0010,0014,0017,0017,
0002,0005,0007,0008,
0002,0005,0007,0008,
0002,0005,0007,0008,
-001,0007,0004,0004,
-001,0007,0004,0004,
-001,0007,0004,0004,
0001,-002,0002,0003,
0001,-002,0002,0003,
0001,-002,0002,0003,
0000,0003,0006,0002,
0000,0003,0006,0002,
0000,0003,0006,0002,
0004,0001,0002,0003,
0004,0001,0002,0003,
0004,0001,0002,0003,
-001,0003,0000,0002,
