delta1,delta2,delta3,delta4
0011,0018,0032,0031,
0011,0018,0032,0031,
0014,0024,0042,0042,
0016,0026,0048,0042,
0016,0026,0048,0042,
0017,0028,0048,0040,
0017,0028,0048,0040,
0017,0028,0048,0040,
0017,0024,0039,0032,
0017,0024,0036,0032,
0017,0024,0036,0032,
0010,0018,0024,0025,
0010,0018,0023,0025,
0010,0018,0023,0025,
0008,0009,0017,0011,
0008,0009,0014,0011,
0008,0009,0014,0011,
0003,0008,0007,0010,
0003,0008,0007,0010,
0003,0008,0007,0010,
-002,0000,0005,0000,
-002,0000,0005,0000,
-002,0000,0005,0000,
0005,0002,0008,0003,
0005,0002,0008,0003,
0005,0002,0008,0003,
0003,0004,-001,0005,
0003,0004,-001,0005,
0003,0004,-001,0005,
0002,-001,0006,0000,
